"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Apr 14 13:19:25 COT 2023","Fri Apr 14 13:19:42 COT 2023","17332","","iOS Webview","","","","Working with dynamic webview",""
